166340,818.9,9.1e-10,2.7e-4,23.09,1.44
166566,819.9,9.0e-10,2.7e-4,23.08,1.44
166790,821,9.0e-10,2.7e-4,23.07,1.44
167012,822,8.9e-10,2.6e-4,23.06,1.44
167231,823,8.8e-10,2.6e-4,23.05,1.44
167449,824,8.7e-10,2.6e-4,23.04,1.44
167664,824.9,8.7e-10,2.6e-4,23.03,1.44
167877,825.9,8.6e-10,2.6e-4,23.02,1.44
168088,826.9,8.5e-10,2.6e-4,23,1.44
168297,827.8,8.5e-10,2.5e-4,22.99,1.44
168504,828.7,8.4e-10,2.5e-4,22.98,1.44
168709,829.6,8.3e-10,2.5e-4,22.97,1.44
168911,830.5,8.3e-10,2.5e-4,22.96,1.44
169112,831.4,8.2e-10,2.5e-4,22.95,1.44
169310,832.3,8.1e-10,2.5e-4,22.94,1.44
169507,833.2,8.1e-10,2.5e-4,22.93,1.44
169701,834,8.0e-10,2.4e-4,22.92,1.44
169894,834.9,8.0e-10,2.4e-4,22.91,1.44
170084,835.7,7.9e-10,2.4e-4,22.9,1.44
170272,836.5,7.9e-10,2.4e-4,22.89,1.44
170459,837.4,7.8e-10,2.4e-4,22.88,1.44
170643,838.2,7.7e-10,2.4e-4,22.87,1.44
170826,839,7.7e-10,2.4e-4,22.87,1.44
171006,839.7,7.6e-10,2.3e-4,22.86,1.44
171184,840.5,7.6e-10,2.3e-4,22.85,1.44
171361,841.3,7.5e-10,2.3e-4,22.84,1.44
171535,842,7.5e-10,2.3e-4,22.83,1.44
171708,842.8,7.4e-10,2.3e-4,22.82,1.44
171879,843.5,7.4e-10,2.3e-4,22.81,1.44
172048,844.3,7.3e-10,2.3e-4,22.8,1.44
172214,845,7.3e-10,2.3e-4,22.8,1.44
172379,845.7,7.3e-10,2.3e-4,22.79,1.45
172542,846.4,7.2e-10,2.2e-4,22.78,1.45
172704,847.1,7.2e-10,2.2e-4,22.77,1.45
172863,847.8,7.1e-10,2.2e-4,22.76,1.45
173021,848.4,7.1e-10,2.2e-4,22.76,1.45
173176,849.1,7.0e-10,2.2e-4,22.75,1.45
173330,849.8,7.0e-10,2.2e-4,22.74,1.45
173483,850.4,7.0e-10,2.2e-4,22.73,1.45
173633,851.1,6.9e-10,2.2e-4,22.72,1.45
173782,851.7,6.9e-10,2.2e-4,22.72,1.45
173929,852.3,6.9e-10,2.1e-4,22.71,1.45
174075,852.9,6.8e-10,2.1e-4,22.7,1.45
174219,853.5,6.8e-10,2.1e-4,22.7,1.45
174361,854.1,6.7e-10,2.1e-4,22.69,1.45
174502,854.7,6.7e-10,2.1e-4,22.68,1.45
174641,855.3,6.7e-10,2.1e-4,22.67,1.45
174778,855.9,6.6e-10,2.1e-4,22.67,1.45
174914,856.5,6.6e-10,2.1e-4,22.66,1.45
175049,857.1,6.6e-10,2.1e-4,22.65,1.45
175182,857.6,6.5e-10,2.1e-4,22.65,1.45
175314,858.2,6.5e-10,2.1e-4,22.64,1.45
175444,858.7,6.5e-10,2.1e-4,22.63,1.45
175573,859.3,6.5e-10,2.0e-4,22.63,1.45
175700,859.8,6.4e-10,2.0e-4,22.62,1.45
175826,860.3,6.4e-10,2.0e-4,22.62,1.45
175951,860.9,6.4e-10,2.0e-4,22.61,1.45
176074,861.4,6.3e-10,2.0e-4,22.6,1.45
176196,861.9,6.3e-10,2.0e-4,22.6,1.45
176317,862.4,6.3e-10,2.0e-4,22.59,1.45
176437,862.9,6.3e-10,2.0e-4,22.59,1.45
176555,863.4,6.2e-10,2.0e-4,22.58,1.45
176673,863.9,6.2e-10,2.0e-4,22.57,1.45
176789,864.4,6.2e-10,2.0e-4,22.57,1.45
176904,864.8,6.2e-10,2.0e-4,22.56,1.45
177018,865.3,6.1e-10,2.0e-4,22.56,1.45
177131,865.8,6.1e-10,2.0e-4,22.55,1.45
177242,866.3,6.1e-10,1.9e-4,22.55,1.45
177353,866.7,6.1e-10,1.9e-4,22.54,1.45
177463,867.2,6.0e-10,1.9e-4,22.54,1.45
177572,867.6,6.0e-10,1.9e-4,22.53,1.45
177680,868.1,6.0e-10,1.9e-4,22.52,1.45
177787,868.5,6.0e-10,1.9e-4,22.52,1.45
177893,869,5.9e-10,1.9e-4,22.51,1.45
177998,869.4,5.9e-10,1.9e-4,22.51,1.45
178102,869.8,5.9e-10,1.9e-4,22.5,1.45
178206,870.3,5.9e-10,1.9e-4,22.5,1.45
178309,870.7,5.8e-10,1.9e-4,22.49,1.45
178411,871.1,5.8e-10,1.9e-4,22.49,1.45
178512,871.5,5.8e-10,1.9e-4,22.48,1.45
178613,871.9,5.8e-10,1.9e-4,22.48,1.45
178713,872.4,5.8e-10,1.9e-4,22.47,1.45
178812,872.8,5.7e-10,1.9e-4,22.47,1.45
178911,873.2,5.7e-10,1.9e-4,22.46,1.45
179009,873.6,5.7e-10,1.9e-4,22.46,1.45
179107,874,5.7e-10,1.8e-4,22.45,1.45
179204,874.4,5.7e-10,1.8e-4,22.45,1.45
179300,874.8,5.6e-10,1.8e-4,22.44,1.45
179396,875.2,5.6e-10,1.8e-4,22.44,1.45
179492,875.6,5.6e-10,1.8e-4,22.44,1.45
179588,876,5.6e-10,1.8e-4,22.43,1.45
179683,876.3,5.6e-10,1.8e-4,22.43,1.45
179777,876.7,5.6e-10,1.8e-4,22.42,1.45
179872,877.1,5.5e-10,1.8e-4,22.42,1.45
179966,877.5,5.5e-10,1.8e-4,22.41,1.45
180060,877.9,5.5e-10,1.8e-4,22.41,1.45
180153,878.2,5.5e-10,1.8e-4,22.4,1.45
180247,878.5,5.5e-10,1.8e-4,22.4,1.45
180340,878.8,5.4e-10,1.8e-4,22.39,1.45
180434,879.2,5.4e-10,1.8e-4,22.39,1.45
180527,879.5,5.4e-10,1.8e-4,22.38,1.45
180620,879.8,5.4e-10,1.8e-4,22.38,1.45
180713,880.1,5.4e-10,1.8e-4,22.38,1.45
180804,880.4,5.4e-10,1.8e-4,22.37,1.45
180895,880.7,5.3e-10,1.8e-4,22.37,1.45
180985,881,5.3e-10,1.7e-4,22.36,1.45
181074,881.3,5.3e-10,1.7e-4,22.36,1.45
181163,881.6,5.3e-10,1.7e-4,22.35,1.45
181251,881.9,5.3e-10,1.7e-4,22.35,1.45
181338,882.2,5.3e-10,1.7e-4,22.35,1.45
181424,882.5,5.2e-10,1.7e-4,22.34,1.45
181510,882.8,5.2e-10,1.7e-4,22.34,1.45
181595,883,5.2e-10,1.7e-4,22.33,1.45
181680,883.3,5.2e-10,1.7e-4,22.33,1.45
181764,883.6,5.2e-10,1.7e-4,22.32,1.45
181847,883.9,5.2e-10,1.7e-4,22.32,1.45
181930,884.1,5.2e-10,1.7e-4,22.32,1.45
182013,884.4,5.1e-10,1.7e-4,22.31,1.45
182095,884.7,5.1e-10,1.7e-4,22.31,1.45
182176,884.9,5.1e-10,1.7e-4,22.3,1.45
182257,885.2,5.1e-10,1.7e-4,22.3,1.45
182338,885.5,5.1e-10,1.7e-4,22.3,1.45
182419,885.7,5.1e-10,1.7e-4,22.29,1.45
182499,886,5.1e-10,1.7e-4,22.29,1.45
182578,886.2,5.0e-10,1.7e-4,22.29,1.45
182658,886.5,5.0e-10,1.7e-4,22.28,1.45
182737,886.8,5.0e-10,1.7e-4,22.28,1.45
